0,36,3
0,37,6
0,38,9
0,39,7
0,40,5
0,41,3
0,42,3
0,43,2
0,44,1
0,45,1
0,46,1
0,47,1
0,50,2
0,51,2
0,52,2
0,53,2
0,54,2
0,55,3
0,56,2
0,57,2
0,58,1
1,36,3
1,37,6
1,38,8
1,39,5
1,40,2
1,41,1
1,42,2
1,43,2
1,44,1
1,45,1
1,46,1
1,47,1
1,50,1
1,51,1
1,52,1
1,53,1
1,54,1
1,55,2
1,56,1
1,57,2
1,58,1
1,59,2
1,60,1
2,36,3
2,37,5
2,38,6
2,39,3
2,40,1
2,41,1
2,42,1
2,43,1
2,55,1
2,56,1
2,57,2
2,58,1
2,59,2
2,60,1
3,57,1
3,58,1
3,59,2
3,60,1
5,59,1
5,60,1
6,59,1
6,60,1
7,59,1
7,60,1
