0,5,9
0,6,10
0,7,11
0,8,9
0,9,8
0,10,7
0,11,6
0,12,6
0,13,6
0,14,8
0,15,8
0,16,11
0,17,11
0,18,11
0,19,9
0,20,8
0,21,6
0,22,5
0,24,7
0,25,12
0,26,14
0,27,11
0,28,9
0,29,6
1,3,6
1,4,11
1,5,11
1,6,12
1,7,11
1,8,12
1,9,10
1,10,7
1,11,6
1,12,6
1,13,6
1,14,6
1,15,7
1,16,7
1,17,7
1,18,6
1,19,6
1,24,8
1,25,13
1,26,18
1,27,13
1,28,7
2,0,8
2,1,10
2,2,10
2,3,12
2,4,11
2,5,11
2,6,11
2,7,12
2,8,10
2,9,8
2,10,8
2,11,6
2,12,7
2,13,8
2,14,10
2,15,9
2,16,8
2,17,6
2,18,6
2,19,6
2,20,9
2,24,7
2,25,14
2,26,19
2,27,14
2,28,7
3,0,15
3,1,17
3,2,18
3,3,15
3,4,14
3,5,13
3,6,12
3,7,10
3,8,8
3,9,9
3,10,10
3,11,10
3,12,10
3,13,11
3,14,11
3,15,12
3,16,10
3,17,9
3,18,8
3,19,14
3,20,10
3,21,9
3,24,9
3,25,13
3,26,19
3,27,13
3,28,9
4,0,23
4,1,21
4,2,21
4,3,22
4,4,19
4,5,16
4,6,12
4,7,10
4,8,11
4,9,10
4,10,11
4,11,9
4,12,10
4,13,10
4,14,12
4,15,10
4,16,9
4,17,8
4,18,18
4,19,14
4,20,14
4,21,10
4,22,9
4,24,7
4,25,14
4,26,19
4,27,14
4,28,7
5,0,20
5,1,21
5,2,21
5,3,19
5,4,17
5,5,15
5,6,13
5,7,11
5,8,10
5,9,11
5,10,9
5,11,8
5,12,6
5,13,7
5,14,7
5,15,7
5,16,6
5,17,18
5,18,14
5,19,18
5,20,13
5,21,12
5,24,8
5,25,13
5,26,20
5,27,13
5,28,8
6,0,15
6,1,14
6,2,13
6,3,12
6,4,12
6,5,11
6,6,10
6,7,8
6,8,8
6,9,6
6,10,7
6,11,5
6,12,5
6,16,18
6,17,15
6,18,18
6,19,13
6,20,16
6,24,8
6,25,14
6,26,18
6,27,14
6,28,8
7,0,9
7,1,7
7,2,7
7,3,8
7,4,8
7,5,7
7,6,6
7,7,7
7,15,18
7,16,16
7,17,19
7,18,15
7,19,17
7,24,8
7,25,13
7,26,16
7,27,16
7,28,7
8,14,17
8,15,16
8,16,20
8,17,16
8,18,19
8,19,6
8,24,7
8,25,10
8,26,16
8,27,14
8,28,9
9,13,15
9,14,17
9,15,18
9,16,15
9,17,19
9,18,7
9,25,10
9,26,14
9,27,14
9,28,9
9,29,7
10,12,12
10,13,16
10,14,17
10,15,16
10,16,18
10,17,7
10,25,6
10,26,14
10,27,14
10,28,12
10,29,6
11,11,10
11,12,15
11,13,17
11,14,16
11,15,17
11,16,8
11,25,7
11,26,11
11,27,17
11,28,11
11,29,7
12,10,10
12,11,16
12,12,15
12,13,15
12,14,17
12,15,10
12,25,6
12,26,12
12,27,16
12,28,12
12,29,6
13,9,10
13,10,15
13,11,15
13,12,16
13,13,15
13,14,11
13,25,7
13,26,11
13,27,16
13,28,11
13,29,6
14,8,9
14,9,16
14,10,15
14,11,15
14,12,15
14,13,12
14,25,6
14,26,11
14,27,15
14,28,11
14,29,5
15,7,8
15,8,15
15,9,14
15,10,16
15,11,15
15,12,11
15,25,6
15,26,10
15,27,16
15,28,10
15,29,5
16,6,6
16,7,16
16,8,14
16,9,15
16,10,14
16,11,12
16,25,6
16,26,11
16,27,16
16,28,11
16,29,6
17,5,6
17,6,16
17,7,13
17,8,16
17,9,14
17,10,12
17,25,7
17,26,12
17,27,16
17,28,12
17,29,7
18,4,6
18,5,17
18,6,14
18,7,16
18,8,13
18,9,14
18,25,7
18,26,12
18,27,18
18,28,12
18,29,7
19,3,8
19,4,18
19,5,14
19,6,17
19,7,14
19,8,15
19,25,6
19,26,13
19,27,19
19,28,13
19,29,6
20,2,8
20,3,19
20,4,16
20,5,18
20,6,14
20,7,16
20,25,8
20,26,13
20,27,19
20,28,13
20,29,8
21,1,7
21,2,19
21,3,16
21,4,19
21,5,15
21,6,16
21,25,7
21,26,14
21,27,20
21,28,14
21,29,7
22,0,7
22,1,19
22,2,15
22,3,19
22,4,16
22,5,17
22,25,7
22,26,18
22,27,18
22,28,14
22,29,7
23,0,18
23,1,16
23,2,19
23,3,15
23,4,17
23,25,12
23,26,19
23,27,18
23,28,11
23,29,9
24,0,15
24,1,18
24,2,16
24,3,18
24,24,8
24,25,12
24,26,19
24,27,19
24,28,12
25,0,18
25,1,15
25,2,17
25,24,7
25,25,15
25,26,18
25,27,19
25,28,9
26,0,15
26,1,16
26,24,6
26,25,14
26,26,18
26,27,18
26,28,8
27,0,13
27,24,6
27,25,10
27,26,17
27,27,18
27,28,11
28,25,10
28,26,18
28,27,15
28,28,12
28,29,9
29,25,12
29,26,15
29,27,12
29,28,13
29,29,10
30,24,7
30,25,8
30,26,12
30,27,11
30,28,9
31,23,7
31,24,11
31,25,9
31,26,8
31,27,12
32,22,4
32,23,11
32,24,11
32,25,11
32,26,10
32,27,6
33,22,12
33,23,11
33,24,11
33,25,12
33,26,8
34,0,9
34,21,10
34,22,15
34,23,13
34,24,11
34,25,11
35,0,7
35,1,9
35,20,7
35,21,15
35,22,16
35,23,15
35,24,14
35,25,6
36,0,9
36,1,7
36,2,7
36,20,10
36,21,17
36,22,15
36,23,16
36,24,10
37,0,7
37,1,7
37,2,6
37,3,6
37,19,6
37,20,12
37,21,15
37,22,18
37,23,13
37,24,5
38,0,8
38,1,6
38,2,7
38,3,6
38,4,4
38,19,8
38,20,15
38,21,14
38,22,16
38,23,8
39,0,4
39,1,7
39,2,6
39,3,6
39,4,7
39,5,3
39,18,5
39,19,10
39,20,16
39,21,16
39,22,11
39,23,5
40,1,4
40,2,6
40,3,7
40,4,6
40,5,8
40,18,7
40,19,13
40,20,14
40,21,16
40,22,9
41,2,6
41,3,6
41,4,8
41,5,7
41,6,8
41,7,2
41,18,8
41,19,14
41,20,14
41,21,13
41,22,8
42,3,8
42,4,7
42,5,8
42,6,7
42,7,7
42,8,2
42,17,5
42,18,10
42,19,11
42,20,15
42,21,10
42,22,6
43,4,8
43,5,7
