11,33,10
11,34,10
11,35,10
12,32,10
12,33,12
12,34,13
12,35,13
12,36,12
12,37,11
12,38,9
13,32,12
13,33,14
13,34,14
13,35,15
13,36,20
13,37,21
13,38,17
13,39,10
14,32,14
14,33,13
14,34,16
14,35,17
14,36,25
14,37,28
14,38,24
14,39,16
14,40,10
15,32,12
15,33,12
15,34,13
15,35,14
15,36,21
15,37,26
15,38,27
15,39,20
15,40,13
16,32,11
16,33,14
16,34,16
16,35,15
16,36,13
16,37,16
16,38,19
16,39,19
16,40,14
16,41,10
17,33,13
17,34,13
17,35,12
17,37,11
17,38,14
17,39,21
17,40,19
17,41,16
18,33,16
18,34,16
18,35,17
18,36,12
18,37,11
18,39,22
18,40,22
18,41,22
19,31,12
19,32,14
19,33,17
19,34,18
19,35,16
19,36,14
19,37,12
19,38,11
19,39,25
19,40,25
19,41,24
20,31,13
20,32,15
20,33,18
20,34,18
20,35,18
20,36,18
20,37,18
20,38,16
20,39,23
20,40,21
20,41,20
20,42,10
21,31,13
21,32,17
21,33,19
21,34,18
21,35,16
21,36,18
21,37,19
21,38,18
21,39,21
21,40,19
21,41,17
21,42,10
22,30,13
22,31,14
22,32,16
22,33,16
22,34,14
22,35,14
22,36,16
22,37,19
22,38,19
22,39,22
22,40,19
22,41,16
22,42,10
23,28,14
23,29,14
23,30,15
23,31,15
23,32,17
23,33,16
23,34,14
23,35,12
23,36,12
23,37,13
23,38,17
23,39,22
23,40,21
23,41,16
24,27,14
24,28,15
24,29,15
24,30,15
24,31,15
24,32,16
24,33,15
24,34,14
24,35,11
24,36,11
24,37,11
24,38,18
24,39,25
24,40,24
24,41,17
25,26,13
25,27,15
25,28,16
25,29,15
25,30,14
25,31,14
25,32,15
25,33,15
25,34,15
25,35,12
25,36,12
25,37,11
25,38,19
25,39,24
25,40,23
25,41,15
26,26,15
26,27,16
26,28,16
26,29,14
26,31,14
26,32,17
26,33,17
26,34,17
26,35,14
26,36,17
26,37,17
26,38,23
26,39,26
26,40,24
26,41,16
27,26,16
27,27,16
27,28,16
27,31,14
27,32,18
27,33,19
27,34,20
27,35,17
27,36,20
27,37,19
27,38,20
27,39,20
27,40,18
27,41,13
28,26,15
28,27,15
28,28,15
28,31,13
28,32,17
28,33,19
28,34,19
28,35,17
28,36,19
28,37,18
28,38,18
28,39,17
28,40,17
28,41,12
29,26,14
29,27,15
29,28,15
29,29,13
29,32,14
29,33,16
29,34,17
29,35,16
29,36,15
29,37,12
29,38,15
29,39,13
29,40,13
30,27,14
30,28,14
30,29,14
30,30,13
30,33,12
30,34,12
30,35,13
30,36,13
30,37,13
30,38,18
30,39,16
30,40,15
31,22,13
31,23,13
31,24,13
31,27,14
31,28,15
31,29,15
31,30,13
31,34,11
31,35,12
