23,0,1
23,1,1
24,0,1
24,1,1
25,0,1
25,1,2
25,2,1
25,3,1
26,1,1
26,2,1
26,3,1
27,1,1
27,2,1
27,3,2
27,4,1
27,5,1
28,3,1
28,4,1
28,5,1
29,3,1
29,4,1
29,5,2
29,6,1
29,7,1
30,5,1
30,6,1
30,7,1
31,5,1
31,6,1
31,7,2
31,8,1
31,9,1
32,7,1
32,8,1
32,9,1
33,1,3
33,2,3
33,3,3
33,7,1
33,8,1
33,9,1
34,1,3
34,2,3
34,3,3
34,8,1
34,9,1
34,10,1
35,1,3
35,2,5
35,3,5
35,4,2
35,8,2
35,9,2
35,10,2
36,2,2
36,3,2
36,4,2
36,8,2
36,9,2
36,10,2
37,1,1
37,2,4
37,3,4
37,4,3
37,8,1
37,9,1
37,10,1
38,1,1
38,2,2
38,3,2
38,4,1
38,9,1
38,10,1
38,11,1
39,0,1
39,1,3
39,2,4
39,3,3
39,4,1
39,9,1
39,10,1
39,11,1
40,0,4
40,1,3
40,2,2
40,3,1
40,9,1
40,10,1
40,11,1
41,0,4
41,1,3
41,2,2
41,3,1
41,9,1
41,10,1
41,11,1
42,0,3
42,1,1
42,9,1
42,10,1
42,11,1
43,9,1
43,10,1
43,11,1
44,9,1
44,10,1
44,11,1
45,8,2
45,9,3
45,10,3
45,11,1
46,7,1
46,8,7
46,9,8
46,10,7
46,11,1
47,4,1
47,5,1
47,6,2
47,7,2
47,8,8
47,9,7
47,10,6
48,0,1
48,1,2
48,2,1
48,3,2
48,4,2
48,5,2
48,6,2
48,7,2
48,8,6
48,9,5
48,10,4
49,0,1
49,1,2
49,2,1
49,3,2
49,4,2
49,5,2
49,6,2
49,7,1
49,8,1
50,0,1
50,1,2
50,2,1
50,3,2
50,4,1
50,5,1
