6,5,6,6,6,7,7,7,7,8,9,9,9,9,10,10,10,10,11,11,11,11,12,12,12,13,13,13,13,13,13,14,14,14,14,15,15,15,16,16,16,16,17,17,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,17,18,22,23,24,26,28,28,29,29,30,31,31,30,26,23,22,24,24,24,25,26,27,29,33,36,38,39,40,40,41,34,35,35,34,34,29,25,23,23,22,20,18,19,19,20,20,20,21,21,21,21,22,22,23,23,24,23,23,22,22,22,22,22,21,21,20,20,20,20,19,19,19,19,19,19,19,19,19,19,19,20,21,21,21,21,21,22,23,23,23,23,23,23,23,22,22,22,22,23,23,22,22,22,22,22,22,22,22,22,22,21,21,21,20,19,19,19,18,18,17,17,17,16,16,16,16,16,16,16,15,14,14,12,12,11,11,10,10,10,9,9,9,9,9,9,9,9,9,10,9,9,9,9,9,8,8,8,8,8,8,8,8,9,9,9,9,9,9,10,10,9,9,9,10,10,9,10,10,10,10,9,10,10,10,10,10,10,10,10,11,10,10,10,10,10,10,10,9,9,9,9,9,9,10,10,11,11,11,13,13,14,14,14,15,15,15,16,16,17,17,17,17,18
6,6,6,6,7,7,7,7,7,9,9,9,9,10,10,10,10,11,11,11,11,11,12,12,12,13,13,13,13,13,14,14,14,14,14,15,15,15,16,16,16,16,18,18,18,18,18,18,18,18,18,18,18,18,17,17,18,18,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,19,20,23,25,27,28,29,31,32,32,34,34,35,32,31,27,26,26,26,26,27,26,27,32,39,39,42,45,45,46,45,43,39,38,35,34,33,27,25,23,23,22,20,18,20,20,20,20,21,21,22,22,23,23,23,22,23,23,23,22,22,22,21,21,21,21,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,20,21,21,21,22,22,22,22,22,22,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,19,19,19,19,18,18,17,17,16,17,16,16,16,15,16,16,15,14,14,13,12,11,10,10,10,9,9,9,9,8,8,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,9,9,9,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,10,10,10,10,10,10,9,8,9,9,9,9,10,10,12,12,13,13,13,14,14,14,15,15,16,16,16,17,17,17,18,18
6,6,7,7,7,7,7,7,9,9,9,9,10,10,10,10,11,11,11,11,11,11,12,12,12,13,13,13,13,13,14,14,14,14,14,15,15,15,16,16,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,18,18,20,26,26,29,30,31,32,31,34,37,37,37,38,35,27,27,26,29,27,26,30,32,35,41,44,49,51,50,47,50,47,44,41,38,36,33,28,25,23,23,22,21,20,20,20,20,20,20,22,22,22,22,23,23,22,23,23,22,22,22,21,21,21,21,20,19,19,19,19,19,18,18,18,18,18,19,19,19,19,19,19,19,20,20,20,20,22,22,22,22,22,21,21,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,21,21,21,21,20,19,19,19,19,17,17,17,17,16,17,16,15,16,15,16,16,15,14,14,13,11,11,10,10,10,9,9,9,8,8,8,8,8,9,9,8,8,8,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,9,9,9,10,10,10,9,10,10,10,11,10,10,10,11,10,10,10,10,10,11,10,10,10,10,10,10,9,9,9,9,9,10,10,11,11,12,12,13,13,13,14,14,14,15,16,16,16,16,17,18,18,18,18
6,7,7,7,7,8,8,8,9,9,9,10,10,10,11,12,12,12,11,11,12,12,13,13,13,14,13,13,13,14,14,14,14,14,14,15,15,15,16,17,17,18,18,18,18,18,18,19,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,16,15,16,16,16,16,16,16,16,19,23,26,27,29,31,32,34,38,38,42,44,45,45,40,37,36,32,33,33,32,35,36,39,45,50,52,57,61,58,57,56,54,55,48,42,37,31,28,26,23,23,22,21,20,20,20,20,21,21,22,22,22,23,23,22,23,23,22,22,22,21,21,21,20,20,19,19,19,19,18,18,17,17,17,17,19,19,19,19,19,19,19,20,20,20,20,20,21,21,21,21,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,21,21,21,21,21,20,20,19,19,18,18,17,17,17,17,16,16,16,15,16,15,15,16,15,14,14,13,11,11,10,10,10,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,10,10,10,10,10,10,9,9,9,9,9,10,10,9,9,10,10,10,11,10,10,10,11,11,10,10,10,11,11,10,10,10,10,10,10,9,9,9,9,9,10,10,11,11,12,12,13,13,14,14,14,15,16,16,16,16,16,18,18,18,18,19
8,8,8,8,8,8,8,9,9,10,10,10,10,12,12,12,12,12,13,13,13,13,13,13,14,14,14,14,15,15,15,14,14,14,15,15,16,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,17,16,16,18,20,22,27,28,30,31,34,37,40,43,45,47,48,47,46,42,42,42,40,40,38,41,42,44,48,52,55,60,62,63,61,58,58,61,56,48,40,37,32,28,24,22,22,21,20,20,20,21,21,21,22,22,22,23,23,22,23,23,22,22,21,21,21,20,20,20,19,19,18,18,17,17,17,17,17,17,17,18,18,18,18,18,19,19,20,20,20,20,21,21,21,21,20,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,21,20,20,20,20,18,18,18,18,17,17,16,17,16,15,16,15,16,15,16,16,15,14,13,13,11,10,10,10,9,9,9,8,8,8,8,8,8,8,8,7,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,10,10,9,10,10,10,10,10,10,10,11,11,11,10,10,11,11,11,10,10,10,10,10,10,10,10,9,9,10,10,10,11,11,12,13,13,13,14,15,15,16,16,16,16,16,17,18,18,18,19,19
8,8,8,8,8,8,9,9,10,10,10,10,12,12,12,12,13,13,13,13,13,13,13,13,14,14,14,14,15,15,15,15,15,16,16,16,16,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,18,17,18,20,19,19,19,21,22,27,27,30,33,37,39,43,45,48,50,54,50,49,48,47,45,47,46,41,46,49,47,51,55,63,65,66,68,67,69,65,66,61,60,54,43,40,36,34,28,25,24,22,21,20,21,21,21,22,22,22,23,23,22,23,23,22,22,21,21,20,20,20,19,18,18,18,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,19,19,19,19,19,20,20,19,19,19,19,19,19,19,19,20,20,20,20,20,20,21,21,21,21,21,20,20,20,20,19,18,18,18,18,17,17,16,16,16,15,16,15,16,15,16,16,15,14,13,13,11,11,10,10,9,9,9,9,8,8,8,8,8,8,8,7,7,7,7,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,11,10,10,10,11,11,11,10,10,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,11,11,12,12,13,13,15,15,15,16,16,16,16,17,17,17,18,18,19,19,19
8,8,8,8,9,9,10,10,10,10,10,12,12,12,12,13,13,13,13,13,13,13,14,14,14,14,14,15,15,15,15,15,16,16,16,16,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,16,17,17,17,16,16,17,20,23,22,22,23,22,23,22,21,21,26,29,33,37,39,45,49,53,56,59,56,57,58,55,55,50,53,49,50,52,53,51,56,58,65,67,74,72,76,75,74,75,73,63,62,50,45,41,39,35,29,25,23,23,22,21,21,21,21,22,22,23,23,22,23,23,22,21,21,21,20,19,19,18,18,18,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,19,19,19,19,19,19,19,19,19,18,18,18,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,19,19,18,18,18,18,17,17,16,16,16,15,15,15,15,15,15,16,15,14,13,13,11,11,10,10,10,9,9,8,8,7,7,7,7,8,8,8,7,7,7,7,7,7,8,8,8,8,8,9,9,9,9,9,9,9,9,8,8,8,9,9,9,10,10,10,10,10,10,10,11,11,11,10,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,11,11,11,12,13,14,14,15,15,16,16,16,16,17,17,17,18,19,19,19,19,20
9,9,10,10,10,10,10,10,10,11,12,12,12,12,13,13,13,13,13,14,15,15,15,15,15,15,14,15,15,15,15,16,16,16,16,17,17,17,17,18,18,18,18,18,19,19,19,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,18,20,22,24,26,27,28,25,23,24,26,23,23,26,29,36,36,41,47,54,55,62,57,59,62,60,62,61,53,52,53,53,58,58,56,64,65,62,71,70,76,77,78,81,79,74,70,65,59,48,45,39,35,33,27,24,23,24,23,21,21,21,22,22,23,23,23,23,22,22,21,21,20,19,19,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,19,19,19,18,18,18,18,18,19,19,19,19,18,18,19,19,19,19,20,20,20,20,20,20,20,20,20,19,19,19,18,18,18,17,17,17,16,16,15,16,15,15,15,16,15,16,15,14,13,13,11,11,11,10,10,9,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,10,10,10,11,11,10,11,11,11,11,12,12,12,11,11,10,10,10,10,10,11,11,11,12,13,13,14,14,15,15,15,16,16,17,17,17,17,18,19,19,19,20,20,20
9,10,10,10,10,10,10,10,11,12,12,12,13,13,13,13,13,14,14,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,17,17,17,17,18,18,18,18,19,19,19,19,19,19,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,18,20,23,25,27,29,28,28,28,28,27,26,27,31,29,30,36,38,41,50,55,56,57,59,60,63,65,64,63,59,58,56,54,57,60,59,64,64,67,71,73,74,82,86,86,81,77,71,67,59,56,47,41,38,35,31,27,25,23,24,23,21,21,22,22,23,23,23,23,22,22,21,21,19,19,18,18,18,18,17,16,16,16,16,16,16,17,17,17,17,17,17,18,18,18,18,18,17,18,18,18,18,18,18,18,18,18,18,19,19,18,18,19,19,19,19,20,20,20,20,20,20,20,19,19,19,19,19,18,17,17,16,16,17,16,15,16,15,16,15,16,15,16,16,14,14,13,12,11,11,11,10,9,9,8,8,8,8,8,8,8,7,7,7,7,6,6,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,9,8,8,8,9,9,9,10,10,10,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,14,14,15,15,17,17,17,17,18,18,19,19,19,19,20,20,20,21
10,11,10,10,10,11,11,11,12,12,12,13,13,13,13,14,14,14,15,15,15,16,16,16,16,16,16,16,16,17,17,17,17,18,17,17,17,17,18,18,18,18,19,19,19,19,19,19,19,18,18,18,17,17,18,18,18,17,17,17,18,17,17,17,19,21,23,27,30,29,30,30,30,30,29,32,33,36,38,37,40,41,42,49,53,55,58,59,58,61,66,66,64,64,65,63,62,60,61,60,68,69,76,71,77,78,83,82,86,88,90,78,76,72,68,58,54,46,44,37,32,28,25,23,24,24,22,21,22,22,23,23,23,23,22,22,21,20,19,19,18,18,18,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,18,18,17,17,17,17,17,18,18,17,17,17,18,18,18,18,18,18,18,18,18,19,19,19,19,20,20,20,20,19,19,19,19,19,19,17,17,17,17,16,16,16,16,15,15,15,15,15,16,15,16,15,14,13,12,12,11,11,9,9,9,8,8,8,8,8,8,8,7,7,7,7,7,7,7,6,6,6,7,8,8,8,8,8,8,8,8,8,7,7,7,7,8,8,8,8,9,9,9,10,10,10,10,10,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,14,14,15,16,16,17,17,17,18,19,19,19,19,20,20,20,21,21,21
