0,0,81
0,1,84
0,2,75
0,3,78
0,4,79
0,5,77
0,6,75
0,7,70
0,8,61
0,9,56
0,10,54
0,11,49
0,12,41
0,13,40
0,14,33
0,15,31
0,16,27
0,17,22
0,18,19
0,19,16
0,20,16
0,21,15
0,22,15
0,23,13
0,24,12
0,25,11
1,0,84
1,1,84
1,2,82
1,3,76
1,4,79
1,5,80
1,6,78
1,7,72
1,8,62
1,9,58
1,10,54
1,11,48
1,12,44
1,13,39
1,14,33
1,15,28
1,16,25
1,17,22
1,18,18
1,19,17
1,20,15
1,21,15
1,22,14
1,23,13
1,24,12
2,0,85
2,1,87
2,2,82
2,3,81
2,4,80
2,5,81
2,6,71
2,7,69
2,8,65
2,9,60
2,10,53
2,11,46
2,12,46
2,13,38
2,14,30
2,15,27
2,16,23
2,17,20
2,18,17
2,19,16
2,20,15
2,21,13
2,22,12
2,23,11
2,24,12
3,0,82
3,1,83
3,2,81
3,3,82
3,4,76
3,5,77
3,6,73
3,7,71
3,8,65
3,9,59
3,10,51
3,11,47
3,12,42
3,13,36
3,14,31
3,15,25
3,16,20
3,17,20
3,18,16
3,19,16
3,20,14
3,21,13
3,22,11
3,23,11
3,24,11
3,25,11
4,0,79
4,1,84
4,2,78
4,3,77
4,4,77
4,5,76
4,6,67
4,7,64
4,8,60
4,9,57
4,10,45
4,11,40
4,12,36
4,13,32
4,14,26
4,15,20
4,16,19
4,17,17
4,18,16
4,19,14
4,20,13
4,21,12
4,22,11
4,23,11
4,24,10
5,0,77
5,1,79
5,2,76
5,3,77
5,4,76
5,5,70
5,6,62
5,7,62
5,8,55
5,9,48
5,10,45
5,11,40
5,12,34
5,13,29
5,14,21
5,15,17
5,16,16
5,17,15
5,18,13
5,19,12
5,20,12
5,21,12
5,22,11
5,23,10
5,24,10
6,0,70
6,1,75
6,2,77
6,3,76
6,4,71
6,5,67
6,6,63
6,7,55
6,8,50
6,9,48
6,10,42
6,11,38
6,12,34
6,13,27
6,14,23
6,15,17
6,16,15
6,17,14
6,18,13
6,19,12
6,20,12
6,21,12
6,22,11
6,23,10
6,24,10
7,0,66
7,1,71
7,2,73
7,3,71
7,4,71
7,5,62
7,6,56
7,7,52
7,8,47
7,9,46
7,10,39
7,11,34
7,12,32
7,13,28
7,14,22
7,15,17
7,16,13
7,17,13
7,18,12
7,19,11
7,20,11
7,21,11
7,22,10
7,23,10
8,0,59
8,1,67
8,2,68
8,3,73
8,4,65
8,5,60
8,6,55
8,7,49
8,8,47
8,9,43
8,10,37
8,11,36
8,12,29
8,13,25
8,14,19
8,15,15
8,16,13
8,17,11
8,18,11
8,19,11
8,20,11
8,21,12
8,22,10
9,0,55
9,1,60
9,2,64
9,3,62
9,4,60
9,5,56
9,6,49
9,7,47
9,8,46
9,9,40
9,10,36
9,11,33
9,12,29
9,13,23
9,14,17
9,15,16
9,16,12
9,17,12
9,18,11
9,19,11
9,20,11
9,21,12
10,0,51
10,1,53
10,2,56
10,3,58
10,4,53
10,5,53
10,6,48
10,7,48
10,8,42
10,9,38
10,10,35
10,11,33
10,12,27
10,13,23
10,14,19
10,15,12
10,16,12
10,17,11
10,18,11
10,19,10
10,20,10
11,0,46
11,1,48
11,2,49
11,3,50
11,4,51
11,5,52
11,6,51
11,7,44
11,8,42
11,9,36
11,10,34
11,11,32
11,12,27
11,13,19
11,14,14
11,15,13
11,16,11
11,17,11
11,18,10
11,19,10
12,0,41
12,1,45
12,2,44
12,3,46
12,4,48
12,5,46
12,6,46
12,7,42
12,8,37
12,9,34
12,10,32
12,11,29
12,12,23
12,13,17
12,14,14
12,15,13
12,16,11
12,17,11
12,18,11
13,0,36
13,1,37
13,2,39
13,3,42
13,4,41
13,5,41
13,6,39
13,7,36
13,8,34
13,9,32
13,10,28
13,11,25
13,12,20
13,13,18
13,14,13
13,15,13
13,16,10
13,17,10
14,0,32
14,1,33
14,2,36
14,3,35
14,4,37
14,5,37
14,6,35
14,7,34
14,8,31
14,9,29
14,10,24
14,11,21
14,12,18
14,13,14
14,14,13
14,15,11
14,16,11
14,17,10
15,0,27
15,1,27
15,2,32
15,3,33
15,4,31
15,5,32
15,6,32
15,7,31
15,8,28
15,9,24
15,10,23
15,11,18
15,12,15
15,13,14
15,14,12
15,15,10
15,16,9
15,17,9
16,0,25
16,1,26
16,2,27
16,3,29
16,4,30
16,5,29
16,6,29
16,7,26
16,8,25
16,9,22
16,10,18
16,11,15
16,12,15
16,13,13
16,14,12
16,15,11
16,16,9
17,0,24
17,1,25
17,2,27
17,3,27
17,4,27
17,5,24
17,6,23
17,7,23
17,8,20
17,9,17
17,10,14
17,11,14
17,12,13
17,13,13
17,14,13
17,15,11
18,0,20
18,1,20
18,2,23
18,3,23
18,4,22
18,5,21
18,6,18
18,7,18
18,8,16
18,9,15
18,10,14
18,11,13
